pair_idx,rel_a,rel_b,scene,yaw_diff_deg,pitch_diff_deg,rot_deg,rot_err_deg,trans_dir_err_deg
38,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/nerfstudio/images_4/frame_00067.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/nerfstudio/images_4/frame_00203.png,800cf88687a7,63.3736,3.8694,64.5634,1.4107092308658578,0.8035496264978422
39,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00098.png,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00381.png,9641a1ed7963,61.4024,13.5367,61.9224,2.517341455537207,1.4211916985700868
40,ef59aac437132bfc1dd45a7e1f8e4800978e7bb28bf98c4428d26fb3e1da3e90/nerfstudio/images_4/frame_00035.png,ef59aac437132bfc1dd45a7e1f8e4800978e7bb28bf98c4428d26fb3e1da3e90/nerfstudio/images_4/frame_00193.png,ef59aac43713,61.3812,2.5379,61.4626,1.7828115142228684,2.0465213860112375
41,ec1e44d4dc0f8fa77610866495f9297a7f82158c43e1777668b84fd4b736c7bc/nerfstudio/images_4/frame_00053.png,ec1e44d4dc0f8fa77610866495f9297a7f82158c43e1777668b84fd4b736c7bc/nerfstudio/images_4/frame_00092.png,ec1e44d4dc0f,54.4535,3.5508,55.9091,5.884823567618859,1.4592861418945713
42,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00147.png,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00300.png,b3bf9079b442,71.2881,10.3959,75.515,9.928954954313136,8.118097964016902
43,3bb3bb4d3e871d79eb71946cbab1e3afc7a8e33a661153033f32deb3e23d2e52/nerfstudio/images_4/frame_00187.png,3bb3bb4d3e871d79eb71946cbab1e3afc7a8e33a661153033f32deb3e23d2e52/nerfstudio/images_4/frame_00236.png,3bb3bb4d3e87,85.2002,0.8268,85.2423,2.787177851894387,4.7565894238488955
44,7da3db99059a436adf537bc23309a6a4db9e011696d086f3a64037f7497d9df7/nerfstudio/images_4/frame_00093.png,7da3db99059a436adf537bc23309a6a4db9e011696d086f3a64037f7497d9df7/nerfstudio/images_4/frame_00137.png,7da3db99059a,80.9137,1.1528,80.8008,5.368380878128882,4.45231711512765
45,374ffd0c5ff8e544f588f1da3ce0d5b69dc39ff3af95d7ccec480fe5e533c45e/nerfstudio/images_4/frame_00240.png,374ffd0c5ff8e544f588f1da3ce0d5b69dc39ff3af95d7ccec480fe5e533c45e/nerfstudio/images_4/frame_00317.png,374ffd0c5ff8,50.3127,1.243,50.2869,3.256778551025165,1.3710301968292165
46,7a9f97660be8f2421b37dd413c898360532f17c6447c11515e8aded2d80eb99d/nerfstudio/images_4/frame_00127.png,7a9f97660be8f2421b37dd413c898360532f17c6447c11515e8aded2d80eb99d/nerfstudio/images_4/frame_00300.png,7a9f97660be8,83.1809,2.8104,83.2506,1.980962897940505,0.15070924923837278
47,387eeb925ba47af5db9ce6102aaf6b07e6d3573b7e7568dda4cef22d5ab1342f/nerfstudio/images_4/frame_00143.png,387eeb925ba47af5db9ce6102aaf6b07e6d3573b7e7568dda4cef22d5ab1342f/nerfstudio/images_4/frame_00290.png,387eeb925ba4,71.2815,14.5696,74.2012,7.024485689862778,6.010027305428058
48,b5faa2a8ce980030125717352086bf9ec16c5d994bae3b3a732da3eb67cf4fa8/nerfstudio/images_4/frame_00043.png,b5faa2a8ce980030125717352086bf9ec16c5d994bae3b3a732da3eb67cf4fa8/nerfstudio/images_4/frame_00246.png,b5faa2a8ce98,61.2177,6.8048,61.501,3.64728839163634,5.674444711594476
49,6d221625614d0515fa44d59a8797a49b64f86bc775e66be22f07a66aa0a0cb3a/nerfstudio/images_4/frame_00024.png,6d221625614d0515fa44d59a8797a49b64f86bc775e66be22f07a66aa0a0cb3a/nerfstudio/images_4/frame_00402.png,6d221625614d,51.7044,16.6241,53.8982,1.1557823751917191,1.2828347030918863
50,7705a2edd022de9da3f8cead677287645986e982d9247a21e1992859a59f8335/nerfstudio/images_4/frame_00206.png,7705a2edd022de9da3f8cead677287645986e982d9247a21e1992859a59f8335/nerfstudio/images_4/frame_00243.png,7705a2edd022,63.8769,13.7088,64.9085,1.7112661119324468,2.1847890379952952
51,d1b3a0b37acc72207295b05e8c359f8b43bf879eb882c60747cfc6d3c7d8efa3/nerfstudio/images_4/frame_00003.png,d1b3a0b37acc72207295b05e8c359f8b43bf879eb882c60747cfc6d3c7d8efa3/nerfstudio/images_4/frame_00296.png,d1b3a0b37acc,64.1954,11.9863,64.3656,9.435961830464718,20.531039386804192
52,0bfdd020cf475b9c68e4b469d1d1a2d0cad303eefe8b78fb2307855afdaac8be/nerfstudio/images_4/frame_00353.png,0bfdd020cf475b9c68e4b469d1d1a2d0cad303eefe8b78fb2307855afdaac8be/nerfstudio/images_4/frame_00366.png,0bfdd020cf47,77.4493,0.3091,77.7723,6.939654587719014,1.697521436481691
53,165f5af8bfe32f70595a1c9393a6e442acf7af019998275144f605b89a306557/nerfstudio/images_4/frame_00062.png,165f5af8bfe32f70595a1c9393a6e442acf7af019998275144f605b89a306557/nerfstudio/images_4/frame_00263.png,165f5af8bfe3,67.6295,1.9669,68.0293,3.7299639407293546,2.1984265843124677
54,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00009.png,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00039.png,c37109a55eff,65.8793,3.4304,65.7616,4.780663970394403,1.5069327249714444
55,a401469cb0fa576b93e836a4a6d712394f1a55a0a53a42250286980bd078e669/nerfstudio/images_4/frame_00155.png,a401469cb0fa576b93e836a4a6d712394f1a55a0a53a42250286980bd078e669/nerfstudio/images_4/frame_00215.png,a401469cb0fa,62.0562,24.6286,66.7953,1.400881073215424,2.691187016079723
56,c455899acfc8816353a55fade692d19d9c2bff68c8615f852931d5754848db74/nerfstudio/images_4/frame_00173.png,c455899acfc8816353a55fade692d19d9c2bff68c8615f852931d5754848db74/nerfstudio/images_4/frame_00248.png,c455899acfc8,75.6104,27.9505,80.332,5.941612433106365,3.0195889311124677
57,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00170.png,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00195.png,073f5a9b983c,64.7542,19.7644,67.4014,10.772753444003802,5.41016991578791
58,fb3b73f1d3fe9d192f21f55f5100fd258887aef345f778e0a64fc0587930a6f9/nerfstudio/images_4/frame_00313.png,fb3b73f1d3fe9d192f21f55f5100fd258887aef345f778e0a64fc0587930a6f9/nerfstudio/images_4/frame_00367.png,fb3b73f1d3fe,63.2662,3.931,63.3667,63.36672744657411,180.0
59,565553aa894be621e8b4773cac288e60ad0c2cf7edb621be62b348c9a0f78380/nerfstudio/images_4/frame_00055.png,565553aa894be621e8b4773cac288e60ad0c2cf7edb621be62b348c9a0f78380/nerfstudio/images_4/frame_00219.png,565553aa894b,67.0719,11.3933,69.5265,13.739225662133517,4.876391483879431
60,a726c1112ad026efc92f59f196c0698e67abd12a04135a7ff6349b1d31b089eb/nerfstudio/images_4/frame_00022.png,a726c1112ad026efc92f59f196c0698e67abd12a04135a7ff6349b1d31b089eb/nerfstudio/images_4/frame_00138.png,a726c1112ad0,83.0967,8.3404,83.4426,3.925695271987054,2.511066368815812
61,7da3db99059a436adf537bc23309a6a4db9e011696d086f3a64037f7497d9df7/nerfstudio/images_4/frame_00061.png,7da3db99059a436adf537bc23309a6a4db9e011696d086f3a64037f7497d9df7/nerfstudio/images_4/frame_00100.png,7da3db99059a,77.2722,2.9957,77.3087,5.046864619703529,4.641979686562171
62,f004c810d94bac93f527606a2ff859d646f99fcac0868c6c6905b29c718fa37b/nerfstudio/images_4/frame_00216.png,f004c810d94bac93f527606a2ff859d646f99fcac0868c6c6905b29c718fa37b/nerfstudio/images_4/frame_00283.png,f004c810d94b,56.7199,0.262,56.833,0.7952655795630723,0.7289051201738861
63,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/nerfstudio/images_4/frame_00086.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/nerfstudio/images_4/frame_00237.png,800cf88687a7,53.7182,5.4208,56.9075,4.397390776107052,2.5249482651218833
64,1da888bdedfc9629c0fa9f82cf3f5d96f8103baee0ff64d9311aea1224a9f2ae/nerfstudio/images_4/frame_00271.png,1da888bdedfc9629c0fa9f82cf3f5d96f8103baee0ff64d9311aea1224a9f2ae/nerfstudio/images_4/frame_00309.png,1da888bdedfc,72.4638,2.4806,72.4827,2.922316279185441,2.150476868374034
65,a62f9a1c6362e7c8a3440261ea0921a0a4b60cf5822bd19579836694f26b3abd/nerfstudio/images_4/frame_00126.png,a62f9a1c6362e7c8a3440261ea0921a0a4b60cf5822bd19579836694f26b3abd/nerfstudio/images_4/frame_00245.png,a62f9a1c6362,66.0777,31.8471,75.7612,4.97158577922565,3.6697430006226748
66,a726c1112ad026efc92f59f196c0698e67abd12a04135a7ff6349b1d31b089eb/nerfstudio/images_4/frame_00155.png,a726c1112ad026efc92f59f196c0698e67abd12a04135a7ff6349b1d31b089eb/nerfstudio/images_4/frame_00392.png,a726c1112ad0,73.6919,16.8356,75.9227,32.424528002414505,4.670239329696378
67,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00140.png,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00329.png,b3bf9079b442,64.3238,4.4879,67.5536,12.970432770624086,9.724293924141694
68,7da3db99059a436adf537bc23309a6a4db9e011696d086f3a64037f7497d9df7/nerfstudio/images_4/frame_00026.png,7da3db99059a436adf537bc23309a6a4db9e011696d086f3a64037f7497d9df7/nerfstudio/images_4/frame_00223.png,7da3db99059a,74.1906,13.5286,75.0099,10.83124237894167,1.5472166445203814
69,f477ffc4b398bed8e0d921f0fba9825ca63f317381c535c84be23be991ae1d7a/nerfstudio/images_4/frame_00016.png,f477ffc4b398bed8e0d921f0fba9825ca63f317381c535c84be23be991ae1d7a/nerfstudio/images_4/frame_00153.png,f477ffc4b398,56.8805,9.4727,60.1446,1.819483670629908,7.307156813616233
70,adb95f29c15b8a89e40c17d10596679be09d7719c6f08a453facd506d056ea8b/nerfstudio/images_4/frame_00180.png,adb95f29c15b8a89e40c17d10596679be09d7719c6f08a453facd506d056ea8b/nerfstudio/images_4/frame_00249.png,adb95f29c15b,76.6553,36.8917,83.4003,83.4003440303396,180.0
71,ec1e44d4dc0f8fa77610866495f9297a7f82158c43e1777668b84fd4b736c7bc/nerfstudio/images_4/frame_00021.png,ec1e44d4dc0f8fa77610866495f9297a7f82158c43e1777668b84fd4b736c7bc/nerfstudio/images_4/frame_00076.png,ec1e44d4dc0f,61.6089,0.9505,64.1109,1.4994376141258619,1.6653076370140407
72,a62f9a1c6362e7c8a3440261ea0921a0a4b60cf5822bd19579836694f26b3abd/nerfstudio/images_4/frame_00102.png,a62f9a1c6362e7c8a3440261ea0921a0a4b60cf5822bd19579836694f26b3abd/nerfstudio/images_4/frame_00222.png,a62f9a1c6362,57.9657,31.5629,67.7923,2.53035219624886,3.8404615951594976
73,ec305787b70029b782c71c1bf296c3885c7c22619e5661bd40085533ddfee5e4/nerfstudio/images_4/frame_00133.png,ec305787b70029b782c71c1bf296c3885c7c22619e5661bd40085533ddfee5e4/nerfstudio/images_4/frame_00156.png,ec305787b700,59.3609,8.3412,60.0455,0.5722692458743237,0.41983572362785904
74,d3812aad538261e7f73c75762ff55f23b468bcc76f376d52ac86ca6cf3c44b4b/nerfstudio/images_4/frame_00096.png,d3812aad538261e7f73c75762ff55f23b468bcc76f376d52ac86ca6cf3c44b4b/nerfstudio/images_4/frame_00148.png,d3812aad5382,59.1139,36.864,69.3964,69.39641034679882,180.0
75,ed16328235c610f15405ff08711eaf15d88a0503884f3a9ccb5a0ee69cb4acb5/nerfstudio/images_4/frame_00121.png,ed16328235c610f15405ff08711eaf15d88a0503884f3a9ccb5a0ee69cb4acb5/nerfstudio/images_4/frame_00206.png,ed16328235c6,58.4277,6.4172,59.4037,7.238463837168543,6.795434320324721
76,d1b3a0b37acc72207295b05e8c359f8b43bf879eb882c60747cfc6d3c7d8efa3/nerfstudio/images_4/frame_00057.png,d1b3a0b37acc72207295b05e8c359f8b43bf879eb882c60747cfc6d3c7d8efa3/nerfstudio/images_4/frame_00155.png,d1b3a0b37acc,68.3156,14.8224,69.9644,5.0732753266904265,2.6479693611695985
77,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/nerfstudio/images_4/frame_00011.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/nerfstudio/images_4/frame_00272.png,cbd44beb04f9,68.9362,13.5471,69.9671,1.7294080187035137,0.38298727417106293
78,2f3e1c0f688c84cec67f9a1ea219c54c14ffabf31a046e620dacc690cac2f1bd/nerfstudio/images_4/frame_00231.png,2f3e1c0f688c84cec67f9a1ea219c54c14ffabf31a046e620dacc690cac2f1bd/nerfstudio/images_4/frame_00327.png,2f3e1c0f688c,77.7318,23.2211,80.9165,5.428866751385817,1.8783236823880034
79,444da1b4a3f1ca019d4c9c1b405a579427746ccc96cab6dab7dcba5cb4fc998c/nerfstudio/images_4/frame_00098.png,444da1b4a3f1ca019d4c9c1b405a579427746ccc96cab6dab7dcba5cb4fc998c/nerfstudio/images_4/frame_00381.png,444da1b4a3f1,67.1851,28.4082,84.8448,5.367417851410488,47.36891502007185
80,3b7529dcccf7097cba31a989536035595e214b0f3775867fd3a62eb186870090/nerfstudio/images_4/frame_00134.png,3b7529dcccf7097cba31a989536035595e214b0f3775867fd3a62eb186870090/nerfstudio/images_4/frame_00304.png,3b7529dcccf7,52.8473,0.4143,52.6202,1.0095164170714566,3.5764272081737754
81,374ffd0c5ff8e544f588f1da3ce0d5b69dc39ff3af95d7ccec480fe5e533c45e/nerfstudio/images_4/frame_00070.png,374ffd0c5ff8e544f588f1da3ce0d5b69dc39ff3af95d7ccec480fe5e533c45e/nerfstudio/images_4/frame_00199.png,374ffd0c5ff8,61.1315,3.6702,61.4065,1.0734657613004717,0.838732349759764
82,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00120.png,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00367.png,9641a1ed7963,74.0803,8.9225,75.9931,1.7233848041387492,4.056288976893935
