pair_idx,scene_name,rel_a,rel_b,yaw_diff_deg,rot_err_deg,gt_rel_rot_deg,pred_rel_rot_deg,selected_variant,video_direction,rel_eval_target,status
12,GreatCourt,GreatCourt/seq4/frame00130.png,GreatCourt/seq1/frame00169.png,57.759328,nan,nan,nan,v3_B2A_p2_s2,B2A,A_to_B,missing_pred
13,Street,Street/img/image2_002337.png,Street/img/image2_002433.png,55.900667,10.047792509043589,56.15729029859239,66.12101930221995,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
14,Street,Street/img_east/image_east_0139.png,Street/img_north/image_north_1_0205.png,64.884822,7.943959599180261,64.9981634698925,68.67674498460568,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
15,Street,Street/img_south/image_south_1_0044.png,Street/img/image1_000216.png,50.020701,0.47388964049103727,50.28021038081052,50.311841520130834,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
16,StMarysChurch,StMarysChurch/seq10/frame00046.png,StMarysChurch/seq4/frame00105.png,50.861128,3.8665190218137218,54.84093589089983,56.261440646256126,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
17,GreatCourt,GreatCourt/seq3/frame00316.png,GreatCourt/seq1/frame00187.png,61.944133,124.86202322043432,62.1471395799323,63.04521353528001,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
18,GreatCourt,GreatCourt/seq2/frame00106.png,GreatCourt/seq5/frame00266.png,53.298468,7.889082098535726,53.50442102409213,45.708131731658646,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
19,Street,Street/img_west/image_west_0423.png,Street/img_south/image_south_1_0425.png,53.515433,4.051023422215001,54.94383671179163,51.43305385987439,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
20,GreatCourt,GreatCourt/seq1/frame00188.png,GreatCourt/seq3/frame00316.png,64.311598,114.74191657098021,64.6980408220294,50.20340480955151,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
21,StMarysChurch,StMarysChurch/seq5/frame00043.png,StMarysChurch/seq6/frame00017.png,50.345926,9.003422795639068,50.78512345257896,59.7261617949929,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
22,StMarysChurch,StMarysChurch/seq4/frame00097.png,StMarysChurch/seq10/frame00036.png,56.312977,12.496594596115592,61.278096481970415,69.52157160358294,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
23,StMarysChurch,StMarysChurch/seq13/frame00050.png,StMarysChurch/seq4/frame00062.png,50.852933,5.017358956318676,56.24598773584118,60.45666945378559,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
24,Street,Street/img_north/image_north_2_0382.png,Street/img/image2_000673.png,60.084633,4.200969540504216,62.594197110316465,63.86833196251614,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
25,GreatCourt,GreatCourt/seq5/frame00316.png,GreatCourt/seq3/frame00369.png,64.870134,122.91744033450628,65.51768934066007,172.31470758216497,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
26,GreatCourt,GreatCourt/seq4/frame00049.png,GreatCourt/seq3/frame00485.png,60.823333,113.32696535171911,60.86804625278731,173.8921327979064,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
27,Street,Street/img/image2_000248.png,Street/img/image2_000244.png,62.278,125.43790373438752,62.3288411253236,63.203985557231675,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
28,Street,Street/img_east/image_east_0267.png,Street/img/image2_001119.png,63.526741,18.067286348077914,65.73891049786403,47.996955019778284,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
29,GreatCourt,GreatCourt/seq3/frame00148.png,GreatCourt/seq5/frame00588.png,61.415061,23.9716466501441,61.51310962543606,38.82443574375409,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
30,GreatCourt,GreatCourt/seq2/frame00106.png,GreatCourt/seq5/frame00265.png,52.537993,5.432691349669568,52.78597122042428,58.15079261921763,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
31,GreatCourt,GreatCourt/seq1/frame00552.png,GreatCourt/seq5/frame00468.png,59.792923,42.800946660180934,61.027948309988155,18.32960142361783,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
32,StMarysChurch,StMarysChurch/seq5/frame00023.png,StMarysChurch/seq1/frame00219.png,53.505843,15.489093773655268,54.95586274564539,41.380840060715585,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
33,StMarysChurch,StMarysChurch/seq13/frame00050.png,StMarysChurch/seq4/frame00061.png,53.061544,28.48769023355575,58.12272796963911,72.03805120800705,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
34,Street,Street/img_north/image_north_2_0383.png,Street/img/image2_000673.png,57.391462,1.4254557081976165,60.558361707132235,61.090400781590574,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
35,GreatCourt,GreatCourt/seq5/frame00300.png,GreatCourt/seq3/frame00540.png,51.794387,105.01747469864779,52.141245187815436,53.53626339071726,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
36,GreatCourt,GreatCourt/seq4/frame00048.png,GreatCourt/seq3/frame00483.png,64.289494,109.13767039112945,64.4563471809848,173.3481537546335,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
37,Street,Street/img/image2_002343.png,Street/img/image2_002428.png,64.965828,3.4230328821501885,65.05173883435033,68.1839012719457,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
38,Street,Street/img_east/image_east_0129.png,Street/img_north/image_north_2_0152.png,64.936979,7.134328411315489,65.09242159609427,58.43047132266994,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
39,GreatCourt,GreatCourt/seq3/frame00140.png,GreatCourt/seq5/frame00141.png,58.811426,146.67883281569755,58.892187328478165,154.46799994101616,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
40,GreatCourt,GreatCourt/seq2/frame00104.png,GreatCourt/seq5/frame00267.png,54.811936,4.832700710247281,55.03106235999872,50.32400268275946,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
41,GreatCourt,GreatCourt/seq1/frame00547.png,GreatCourt/seq5/frame00473.png,58.548915,38.286231234204486,58.66706614501074,20.424182278634913,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
42,StMarysChurch,StMarysChurch/seq5/frame00043.png,StMarysChurch/seq6/frame00016.png,58.153994,5.250485894294814,58.34279910857109,63.43327334788775,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
43,StMarysChurch,StMarysChurch/seq13/frame00262.png,StMarysChurch/seq12/frame00164.png,57.062552,4.744117532095544,61.0711512421509,58.502804417937895,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
44,Street,Street/img_north/image_north_2_0163.png,Street/img_east/image_east_0141.png,62.804477,4.840156413852901,62.927234319598135,67.36652666112663,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
45,GreatCourt,GreatCourt/seq5/frame00351.png,GreatCourt/seq3/frame00336.png,50.320658,109.08627518255936,51.443230701641305,58.09690234910919,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
46,GreatCourt,GreatCourt/seq4/frame00128.png,GreatCourt/seq1/frame00168.png,53.154373,4.523049431468248,53.66782466705648,57.94141169161082,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
47,Street,Street/img/image2_001523.png,Street/img_west/image_west_0414.png,59.874767,1.5588595606459825,60.2005674351774,60.286887798818235,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
48,Street,Street/img_east/image_east_0525.png,Street/img/image2_000031.png,55.304191,11.112945347043524,56.0185397487458,63.30012104477591,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
49,GreatCourt,GreatCourt/seq3/frame00190.png,GreatCourt/seq5/frame00191.png,53.830221,21.894855940145888,53.83793866777441,32.259376007157954,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
50,GreatCourt,GreatCourt/seq2/frame00104.png,GreatCourt/seq5/frame00266.png,55.50902,4.898713949509627,55.566717269711376,60.43922352082967,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
51,GreatCourt,GreatCourt/seq1/frame00091.png,GreatCourt/seq3/frame00236.png,50.534504,95.80081263107543,51.30752517462612,146.9845310535853,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
52,StMarysChurch,StMarysChurch/seq5/frame00044.png,StMarysChurch/seq6/frame00015.png,55.225982,2.3269996165019244,55.83938948371546,57.52459799911558,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
53,Street,Street/img_north/image_north_1_0109.png,Street/img/image2_002393.png,59.015296,28.417064817433246,61.74783663194864,34.8231063306677,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
54,GreatCourt,GreatCourt/seq5/frame00376.png,GreatCourt/seq3/frame00314.png,60.219252,94.1907111282282,62.443133493784316,33.808677841240375,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
55,GreatCourt,GreatCourt/seq4/frame00128.png,GreatCourt/seq2/frame00233.png,51.681172,9.404335616430693,52.45705735799441,61.52321258379456,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
56,Street,Street/img/image2_000293.png,Street/img/image2_000254.png,61.917187,4.10011981236419,62.16515114324251,66.11706276806086,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
57,Street,Street/img_east/image_east_0226.png,Street/img/image2_001298.png,57.569417,4.988092481063344,58.20993566157068,53.63136141951077,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
58,GreatCourt,GreatCourt/seq3/frame00138.png,GreatCourt/seq5/frame00572.png,62.571747,87.82748225288611,62.87637032517803,149.90051039911413,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
59,GreatCourt,GreatCourt/seq2/frame00082.png,GreatCourt/seq5/frame00294.png,59.573129,2.26132341609729,60.42908443675354,58.290831164740204,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
60,GreatCourt,GreatCourt/seq1/frame00193.png,GreatCourt/seq3/frame00323.png,59.209895,24.881875048310864,59.287228604027035,35.54119035978618,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
61,Street,Street/img_north/image_north_1_0458.png,Street/img_east/image_east_0416.png,55.254535,5.04636905743502,55.582897672312264,55.92195513979753,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
62,GreatCourt,GreatCourt/seq5/frame00353.png,GreatCourt/seq1/frame00203.png,56.379565,10.21957489709455,57.17222335780764,47.71263198276243,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
63,GreatCourt,GreatCourt/seq4/frame00130.png,GreatCourt/seq1/frame00168.png,53.369228,4.095253931826389,53.78815422619876,49.72588325586526,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
64,Street,Street/img/image2_001785.png,Street/img_east/image_east_0125.png,50.63714,nan,nan,nan,v3_B2A_p2_s2,B2A,A_to_B,missing_pred
65,Street,Street/img_east/image_east_0227.png,Street/img/image2_001299.png,56.56247,24.228323467211496,57.19243318610873,33.41390395641997,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
66,GreatCourt,GreatCourt/seq3/frame00149.png,GreatCourt/seq5/frame00588.png,64.279627,15.354468460728992,64.49604426663007,50.11439179651739,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
67,GreatCourt,GreatCourt/seq2/frame00105.png,GreatCourt/seq5/frame00267.png,56.342509,0.6962940459596192,56.433689172605675,55.96860398936037,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
68,GreatCourt,GreatCourt/seq1/frame00111.png,GreatCourt/seq3/frame00255.png,54.832442,69.05929460045704,55.281599891193075,17.017195753756674,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
69,Street,Street/img_north/image_north_1_0425.png,Street/img_east/image_east_0380.png,63.870937,2.055943587476505,63.890389362664,65.9367636146253,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
70,GreatCourt,GreatCourt/seq5/frame00354.png,GreatCourt/seq1/frame00202.png,59.825873,18.789002111404997,60.19435253531312,41.481076409702354,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
71,GreatCourt,GreatCourt/seq4/frame00129.png,GreatCourt/seq1/frame00168.png,54.952665,10.356887850955749,55.416059480445455,46.75104163906221,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
72,Street,Street/img/image2_002340.png,Street/img/image2_002432.png,57.518114,7.870852281113733,57.94074930150988,65.53848103824382,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
73,Street,Street/img_east/image_east_0268.png,Street/img/image2_001119.png,59.256422,30.131611762454018,61.455908479978596,31.455223571217207,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
74,GreatCourt,GreatCourt/seq3/frame00321.png,GreatCourt/seq1/frame00192.png,64.389681,3.181930927904026,64.68141909342287,67.06742760777675,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
75,GreatCourt,GreatCourt/seq2/frame00083.png,GreatCourt/seq5/frame00294.png,59.293932,2.138620806414433,60.27564305393567,58.22599909873156,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
76,GreatCourt,GreatCourt/seq1/frame00405.png,GreatCourt/seq5/frame00201.png,52.340551,43.84878888538766,52.79821751179486,10.076054532311812,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
77,Street,Street/img_north/image_north_2_0235.png,Street/img/image2_001386.png,61.977309,5.826590937144926,63.21150912067106,58.228982935344035,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
78,GreatCourt,GreatCourt/seq5/frame00255.png,GreatCourt/seq3/frame00507.png,52.092967,7.398191451780267,52.89073827046603,57.96734017773394,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
79,GreatCourt,GreatCourt/seq4/frame00128.png,GreatCourt/seq2/frame00234.png,53.06553,11.428164157698932,53.431313777664165,42.17494423960992,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
80,Street,Street/img/image2_002337.png,Street/img/image2_002435.png,54.196474,3.175666403324574,54.90990615186349,56.41974384660454,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
81,Street,Street/img_east/image_east_0438.png,Street/img/image2_000432.png,55.167783,8.776539414790868,57.44095414981141,48.84017712502506,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
82,GreatCourt,GreatCourt/seq1/frame00334.png,GreatCourt/seq3/frame00445.png,61.246602,90.77882133808299,61.2811410998148,30.794454274082923,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
83,Street,Street/img_north/image_north_1_0428.png,Street/img_east/image_east_0383.png,64.882149,4.449441463580142,64.88440628305958,69.30355292580715,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
84,GreatCourt,GreatCourt/seq5/frame00318.png,GreatCourt/seq1/frame00240.png,52.932312,5.3235301580121845,53.28870311065039,48.09111355615784,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
85,GreatCourt,GreatCourt/seq4/frame00045.png,GreatCourt/seq3/frame00482.png,52.680637,95.33184378841781,52.96521958414209,147.95126447908902,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
86,Street,Street/img/image2_000208.png,Street/img/image2_000188.png,59.839877,74.81423318063561,59.84766380240978,38.17560411885665,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
87,Street,Street/img_east/image_east_0226.png,Street/img/image2_001299.png,55.836578,21.563270380934576,56.51912302382667,37.477737552151254,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
88,GreatCourt,GreatCourt/seq1/frame00039.png,GreatCourt/seq5/frame00264.png,50.531646,3.905949476109153,50.60998992681888,54.25655108925713,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
89,Street,Street/img_north/image_north_1_0517.png,Street/img/image2_000300.png,60.424118,3.854811008806652,60.53040574200086,59.83127566199618,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
90,GreatCourt,GreatCourt/seq5/frame00583.png,GreatCourt/seq3/frame00145.png,52.094643,59.84114384952782,52.50063946218358,12.593249664983203,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
91,Street,Street/img/image2_001919.png,Street/img_west/image_west_0492.png,60.795166,95.03468339816433,61.66350386762775,35.199865345737,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
92,Street,Street/img_east/image_east_0132.png,Street/img_north/image_north_2_0154.png,63.151697,2.8545409073224564,63.165277758421915,62.53620034024415,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
93,GreatCourt,GreatCourt/seq1/frame00109.png,GreatCourt/seq3/frame00255.png,51.821242,7.906889881559038,52.032029884425164,58.80186046767475,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
94,Street,Street/img_north/image_north_2_0373.png,Street/img/image2_000742.png,50.275673,7.086731762259344,51.77735156055164,58.30408376701454,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
95,GreatCourt,GreatCourt/seq5/frame00084.png,GreatCourt/seq2/frame00211.png,64.691571,6.896521749480969,65.28301901287087,71.89659335899344,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
96,Street,Street/img/image1_000377.png,Street/img/image1_000399.png,51.19766,5.787221511001205,51.841152898486136,49.85126328013821,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
97,Street,Street/img_east/image_east_0476.png,Street/img/image2_000312.png,59.402647,15.006597720453668,59.45287230242083,74.29080914000426,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
98,GreatCourt,GreatCourt/seq1/frame00038.png,GreatCourt/seq3/frame00516.png,50.21709,14.63123905558289,50.32430146091,64.31010600906873,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
99,Street,Street/img_north/image_north_1_0429.png,Street/img_east/image_east_0386.png,57.998569,6.408404832053849,58.371682315026696,63.98040838117153,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
100,GreatCourt,GreatCourt/seq5/frame00316.png,GreatCourt/seq2/frame00063.png,64.312785,6.534932826366967,64.56887798240746,58.309071395564395,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
101,Street,Street/img/image2_001780.png,Street/img_east/image_east_0127.png,56.100064,7.061847394387552,58.15382185711408,51.279991180638156,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
102,Street,Street/img_east/image_east_0136.png,Street/img/image2_001840.png,54.930471,3.5182341094273637,54.99807937838427,57.922115748649865,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
103,GreatCourt,GreatCourt/seq1/frame00035.png,GreatCourt/seq5/frame00267.png,62.109864,7.970349208970068,62.22527094883032,55.16036324686574,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
104,Street,Street/img_north/image_north_2_0167.png,Street/img_east/image_east_0145.png,62.171407,2.185505883233299,62.36855925536414,60.57270082760234,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
105,GreatCourt,GreatCourt/seq5/frame00354.png,GreatCourt/seq1/frame00201.png,62.075933,81.67012368264201,62.7405763740084,18.934241634421916,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
106,Street,Street/img/image2_000765.png,Street/img_south/image_south_1_0250.png,50.930364,2.826409839906535,51.186541564127126,48.991618743187004,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
107,Street,Street/img_east/image_east_0475.png,Street/img/image2_000313.png,63.3848,3.29747668275099,63.66767602772051,66.29602355619768,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
108,GreatCourt,GreatCourt/seq1/frame00404.png,GreatCourt/seq5/frame00201.png,52.106256,5.500029307180321,52.60032746278533,57.97707313058622,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
109,Street,Street/img_north/image_north_1_0540.png,Street/img/image2_000130.png,50.262685,1.7898801894771263,50.51466351524953,50.70748772909624,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
110,GreatCourt,GreatCourt/seq5/frame00372.png,GreatCourt/seq1/frame00184.png,64.643698,122.04142638170545,65.9505307519647,61.444485272269205,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
111,Street,Street/img/image2_001618.png,Street/img/image2_001717.png,52.064813,4.262797236590269,52.32059538684885,48.14012267010764,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
112,Street,Street/img_east/image_east_0181.png,Street/img_north/image_north_1_0244.png,62.270537,4.5375673270875145,62.86264357554713,58.582324506366426,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
113,GreatCourt,GreatCourt/seq1/frame00545.png,GreatCourt/seq5/frame00474.png,60.720658,17.609496527356836,61.397268977068684,44.118933952526824,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
114,Street,Street/img_north/image_north_1_0425.png,Street/img_east/image_east_0381.png,61.178019,3.303981426528215,61.19239142331758,64.2405575566428,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
115,GreatCourt,GreatCourt/seq5/frame00372.png,GreatCourt/seq5/frame00380.png,63.331354,12.644809157635269,64.43028679547425,53.0425707947993,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
116,Street,Street/img/image2_001783.png,Street/img_east/image_east_0126.png,50.658811,2.777128420068046,53.87801343534613,51.18756001537018,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
117,Street,Street/img_east/image_east_0410.png,Street/img/image2_000541.png,62.691284,nan,nan,nan,v0_A2B_p1_s1,A2B,A_to_B,missing_pred
118,GreatCourt,GreatCourt/seq1/frame00036.png,GreatCourt/seq5/frame00266.png,60.059344,5.938526303300249,60.066334359059546,54.52087633590021,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
119,Street,Street/img_north/image_north_2_0206.png,Street/img_east/image_east_0181.png,61.495959,3.468818269932173,61.92588552820347,58.90855448853861,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
120,GreatCourt,GreatCourt/seq5/frame00316.png,GreatCourt/seq3/frame00370.png,56.008208,109.80604176387291,56.69614474163475,166.49238447841847,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
121,Street,Street/img/image2_000927.png,Street/img_north/image_north_1_0376.png,59.750108,26.90606295545008,59.84618768921547,33.14047564088957,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
122,Street,Street/img_east/image_east_0524.png,Street/img/image2_000031.png,54.83316,47.59024158511838,55.4234446172277,102.88610031349366,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
123,GreatCourt,GreatCourt/seq1/frame00094.png,GreatCourt/seq3/frame00239.png,62.626723,95.06893369429876,63.653867799260475,157.92365253227348,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
124,Street,Street/img_north/image_north_1_0428.png,Street/img_east/image_east_0384.png,63.692277,2.034584373083367,63.872095199896094,65.08219671309415,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
125,GreatCourt,GreatCourt/seq5/frame00350.png,GreatCourt/seq3/frame00337.png,50.692406,39.77631741510485,51.39865356877955,12.107388628954663,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
126,Street,Street/img/image2_001210.png,Street/img_north/image_north_1_0292.png,60.11339,3.44106906792007,60.37001175370445,57.35077307496944,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
127,Street,Street/img_east/image_east_0136.png,Street/img/image2_001839.png,54.420935,1.5938718416214863,54.65857993490884,55.14036636912855,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
128,Street,Street/img_north/image_north_1_0430.png,Street/img_east/image_east_0386.png,59.057067,3.0992542024592327,59.283201421405835,60.16719138853572,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
129,GreatCourt,GreatCourt/seq5/frame00315.png,GreatCourt/seq1/frame00244.png,55.340277,58.486625200172405,56.26956209087215,2.947307272551276,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
130,Street,Street/img/image2_002338.png,Street/img/image2_002434.png,52.771952,52.138471335316474,53.48190098758056,105.38654612380849,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
131,Street,Street/img_east/image_east_0076.png,Street/img/image2_001988.png,50.541122,2.9601830868788688,50.7883881254737,53.42131249081544,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
132,Street,Street/img_north/image_north_2_0257.png,Street/img/image2_001210.png,57.331539,5.2676179210808565,58.22706843404503,57.48677638916747,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
