pair_idx,scene_name,rel_a,rel_b,yaw_diff_deg,rot_err_deg,gt_rel_rot_deg,pred_rel_rot_deg,selected_variant,video_direction,rel_eval_target,status
29,GreatCourt,GreatCourt/seq3/frame00148.png,GreatCourt/seq5/frame00588.png,61.415061,2.5736258954972464,61.51310962543606,58.24506110623977,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
30,GreatCourt,GreatCourt/seq2/frame00106.png,GreatCourt/seq5/frame00265.png,52.537993,4.212875439023713,52.78597122042428,57.4744352235396,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
31,GreatCourt,GreatCourt/seq1/frame00552.png,GreatCourt/seq5/frame00468.png,59.792923,2.9858834975910225,61.027948309988155,64.06625775451745,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
32,StMarysChurch,StMarysChurch/seq5/frame00023.png,StMarysChurch/seq1/frame00219.png,53.505843,0.0,54.95586274564539,55.125288039396175,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
33,StMarysChurch,StMarysChurch/seq13/frame00050.png,StMarysChurch/seq4/frame00061.png,53.061544,1.5201171310034702,58.12272796963911,60.02617431758835,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
34,Street,Street/img_north/image_north_2_0383.png,Street/img/image2_000673.png,57.391462,0.0,60.558361707132235,62.33781958510787,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
35,GreatCourt,GreatCourt/seq5/frame00300.png,GreatCourt/seq3/frame00540.png,51.794387,148.70378794812095,52.141245187815436,96.93018810072286,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
36,GreatCourt,GreatCourt/seq4/frame00048.png,GreatCourt/seq3/frame00483.png,64.289494,86.72165560407093,64.4563471809848,151.00875387013545,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
37,Street,Street/img/image2_002343.png,Street/img/image2_002428.png,64.965828,3.741556530905163,65.05173883435033,69.69834744080075,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
38,Street,Street/img_east/image_east_0129.png,Street/img_north/image_north_2_0152.png,64.936979,0.0,65.09242159609427,62.18606372919791,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
39,GreatCourt,GreatCourt/seq3/frame00140.png,GreatCourt/seq5/frame00141.png,58.811426,6.243275903447929,58.892187328478165,52.67685805218838,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
40,GreatCourt,GreatCourt/seq2/frame00104.png,GreatCourt/seq5/frame00267.png,54.811936,3.064999090797206,55.03106235999872,58.01347719164855,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
41,GreatCourt,GreatCourt/seq1/frame00547.png,GreatCourt/seq5/frame00473.png,58.548915,2.1704628760885,58.66706614501074,60.13309622519261,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
42,StMarysChurch,StMarysChurch/seq5/frame00043.png,StMarysChurch/seq6/frame00016.png,58.153994,2.981319104776838,58.34279910857109,57.152324376282436,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
43,StMarysChurch,StMarysChurch/seq13/frame00262.png,StMarysChurch/seq12/frame00164.png,57.062552,0.0,61.0711512421509,63.435816642962344,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
44,Street,Street/img_north/image_north_2_0163.png,Street/img_east/image_east_0141.png,62.804477,21.6599932586625,62.92723431959812,41.631992267839536,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
45,GreatCourt,GreatCourt/seq5/frame00351.png,GreatCourt/seq3/frame00336.png,50.320658,3.237827864431265,51.443230701641305,54.989723545321894,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
46,GreatCourt,GreatCourt/seq4/frame00128.png,GreatCourt/seq1/frame00168.png,53.154373,3.0217503020071983,53.66782466705648,55.78402413658062,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
47,Street,Street/img/image2_001523.png,Street/img_west/image_west_0414.png,59.874767,2.063752895166905,60.2005674351774,62.148365088250316,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
48,Street,Street/img_east/image_east_0525.png,Street/img/image2_000031.png,55.304191,0.0,56.0185397487458,54.44272302807798,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
49,GreatCourt,GreatCourt/seq3/frame00190.png,GreatCourt/seq5/frame00191.png,53.830221,97.2651081572033,53.83793866777441,43.52995845661614,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
50,GreatCourt,GreatCourt/seq2/frame00104.png,GreatCourt/seq5/frame00266.png,55.50902,4.278617082202185,55.566717269711376,60.80388820159438,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
51,GreatCourt,GreatCourt/seq1/frame00091.png,GreatCourt/seq3/frame00236.png,50.534504,3.4140977175408804,51.30752517462612,54.04421764103178,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
52,StMarysChurch,StMarysChurch/seq5/frame00044.png,StMarysChurch/seq6/frame00015.png,55.225982,2.4579148482575595,55.83938948371546,56.28818834962078,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
53,Street,Street/img_north/image_north_1_0109.png,Street/img/image2_002393.png,59.015296,3.9737991622524658,61.74783663194865,59.1626391383729,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
54,GreatCourt,GreatCourt/seq5/frame00376.png,GreatCourt/seq3/frame00314.png,60.219252,73.04583406230445,62.443133493784316,15.429249083294788,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
55,GreatCourt,GreatCourt/seq4/frame00128.png,GreatCourt/seq2/frame00233.png,51.681172,0.0,52.4570573579944,54.89471156740504,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
56,Street,Street/img/image2_000293.png,Street/img/image2_000254.png,61.917187,14.186168123700726,62.165151143242525,48.43627640819214,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
57,Street,Street/img_east/image_east_0226.png,Street/img/image2_001298.png,57.569417,1.848046033965597,58.20993566157068,59.34270695067374,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
58,GreatCourt,GreatCourt/seq3/frame00138.png,GreatCourt/seq5/frame00572.png,62.571747,8.519148603486942,62.87637032517803,70.38608867276909,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
59,GreatCourt,GreatCourt/seq2/frame00082.png,GreatCourt/seq5/frame00294.png,59.573129,1.5187764620706103,60.42908443675354,57.72498839942974,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
60,GreatCourt,GreatCourt/seq1/frame00193.png,GreatCourt/seq3/frame00323.png,59.209895,173.51734792558332,59.287228604027035,126.39245574295532,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
61,Street,Street/img_north/image_north_1_0458.png,Street/img_east/image_east_0416.png,55.254535,10.067384646030403,55.582897672312264,45.70568379887173,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
62,GreatCourt,GreatCourt/seq5/frame00353.png,GreatCourt/seq1/frame00203.png,56.379565,2.128880827012212,57.17222335780764,58.11041028255267,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
63,GreatCourt,GreatCourt/seq4/frame00130.png,GreatCourt/seq1/frame00168.png,53.369228,8.142405690099901,53.78815422619876,62.011522193139655,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
64,Street,Street/img/image2_001785.png,Street/img_east/image_east_0125.png,50.63714,7.917455864193254,52.93010576316696,59.49618214360573,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
65,Street,Street/img_east/image_east_0227.png,Street/img/image2_001299.png,56.56247,3.6424356923842587,57.19243318610873,61.36762409978346,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
66,GreatCourt,GreatCourt/seq3/frame00149.png,GreatCourt/seq5/frame00588.png,64.279627,4.243265929797802,64.49604426663007,58.84205822442971,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
67,GreatCourt,GreatCourt/seq2/frame00105.png,GreatCourt/seq5/frame00267.png,56.342509,5.901084835936251,56.433689172605675,61.305648753149086,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
68,GreatCourt,GreatCourt/seq1/frame00111.png,GreatCourt/seq3/frame00255.png,54.832442,176.73028452672423,55.281599891193075,120.49224485738289,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
69,Street,Street/img_north/image_north_1_0425.png,Street/img_east/image_east_0380.png,63.870937,2.9541072918280835,63.890389362664,64.85063284904844,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
70,GreatCourt,GreatCourt/seq5/frame00354.png,GreatCourt/seq1/frame00202.png,59.825873,3.306169974568077,60.19435253531313,61.52770249764045,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
71,GreatCourt,GreatCourt/seq4/frame00129.png,GreatCourt/seq1/frame00168.png,54.952665,3.677817077221548,55.416059480445455,59.099369836562204,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
72,Street,Street/img/image2_002340.png,Street/img/image2_002432.png,57.518114,4.597386196548532,57.94074930150988,62.27949789084074,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
73,Street,Street/img_east/image_east_0268.png,Street/img/image2_001119.png,59.256422,4.655866086130071,61.455908479978596,59.33591340240944,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
74,GreatCourt,GreatCourt/seq3/frame00321.png,GreatCourt/seq1/frame00192.png,64.389681,180.0,64.68141909342287,115.26819033712687,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
75,GreatCourt,GreatCourt/seq2/frame00083.png,GreatCourt/seq5/frame00294.png,59.293932,0.0,60.27564305393567,59.50234558551789,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
76,GreatCourt,GreatCourt/seq1/frame00405.png,GreatCourt/seq5/frame00201.png,52.340551,1.294702036227738,52.79821751179486,53.57485622048343,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
77,Street,Street/img_north/image_north_2_0235.png,Street/img/image2_001386.png,61.977309,14.479057981290838,63.21150912067106,49.5148405324224,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
78,GreatCourt,GreatCourt/seq5/frame00255.png,GreatCourt/seq3/frame00507.png,52.092967,93.45651741435647,52.89073827046603,145.61364084966488,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
79,GreatCourt,GreatCourt/seq4/frame00128.png,GreatCourt/seq2/frame00234.png,53.06553,7.2297815288493865,53.431313777664165,60.32917310022671,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
80,Street,Street/img/image2_002337.png,Street/img/image2_002435.png,54.196474,12.720660979224306,54.90990615186349,67.43421682157314,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
81,Street,Street/img_east/image_east_0438.png,Street/img/image2_000432.png,55.167783,3.3572843719297634,57.44095414981141,54.82430829897719,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
82,GreatCourt,GreatCourt/seq1/frame00334.png,GreatCourt/seq3/frame00445.png,61.246602,175.8724265600543,61.2811410998148,123.38415286664883,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
83,Street,Street/img_north/image_north_1_0428.png,Street/img_east/image_east_0383.png,64.882149,0.9369965818797714,64.88440628305958,65.29698663890788,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
84,GreatCourt,GreatCourt/seq5/frame00318.png,GreatCourt/seq1/frame00240.png,52.932312,0.0,53.28870311065039,51.32491144356966,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
85,GreatCourt,GreatCourt/seq4/frame00045.png,GreatCourt/seq3/frame00482.png,52.680637,70.6939325891566,52.96521958414208,123.29055840011885,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
86,Street,Street/img/image2_000208.png,Street/img/image2_000188.png,59.839877,13.979594286079694,59.84766380240978,74.03543633064739,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
87,Street,Street/img_east/image_east_0226.png,Street/img/image2_001299.png,55.836578,7.570160095431717,56.51912302382667,64.05468087439287,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
88,GreatCourt,GreatCourt/seq1/frame00039.png,GreatCourt/seq5/frame00264.png,50.531646,2.5716798840417687,50.60998992681888,53.014494937041704,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
89,Street,Street/img_north/image_north_1_0517.png,Street/img/image2_000300.png,60.424118,29.189331809649293,60.53040574200086,31.422599015768224,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
90,GreatCourt,GreatCourt/seq5/frame00583.png,GreatCourt/seq3/frame00145.png,52.094643,36.2526265309502,52.50063946218358,16.243029516970637,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
91,Street,Street/img/image2_001919.png,Street/img_west/image_west_0492.png,60.795166,162.20330899367198,61.66350386762775,101.75197459872962,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
92,Street,Street/img_east/image_east_0132.png,Street/img_north/image_north_2_0154.png,63.151697,1.7593834252857696,63.165277758421915,60.499980826008496,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
93,GreatCourt,GreatCourt/seq1/frame00109.png,GreatCourt/seq3/frame00255.png,51.821242,68.74690110449194,52.03202988442516,16.820970842973882,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
94,Street,Street/img_north/image_north_2_0373.png,Street/img/image2_000742.png,50.275673,0.0,51.77735156055164,51.17425171587705,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
95,GreatCourt,GreatCourt/seq5/frame00084.png,GreatCourt/seq2/frame00211.png,64.691571,6.282518229939716,65.28301901287087,60.10590479958249,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
96,Street,Street/img/image1_000377.png,Street/img/image1_000399.png,51.19766,18.000072966785318,51.841152898486136,33.72655666322851,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
97,Street,Street/img_east/image_east_0476.png,Street/img/image2_000312.png,59.402647,2.2495337156784516,59.45287230242083,60.4910152685972,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
98,GreatCourt,GreatCourt/seq1/frame00038.png,GreatCourt/seq3/frame00516.png,50.21709,77.74551608966725,50.32430146091,127.88551853500519,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
99,Street,Street/img_north/image_north_1_0429.png,Street/img_east/image_east_0386.png,57.998569,4.501777418394175,58.371682315026696,57.33156873553957,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
100,GreatCourt,GreatCourt/seq5/frame00316.png,GreatCourt/seq2/frame00063.png,64.312785,1.4291345169347012,64.56887798240746,62.00280017996315,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
101,Street,Street/img/image2_001780.png,Street/img_east/image_east_0127.png,56.100064,1.9198356161307633,58.15382185711408,56.341381949060484,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
102,Street,Street/img_east/image_east_0136.png,Street/img/image2_001840.png,54.930471,6.443714235395938,54.99807937838427,48.61859989537578,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
103,GreatCourt,GreatCourt/seq1/frame00035.png,GreatCourt/seq5/frame00267.png,62.109864,3.2225810367066763,62.22527094883032,61.33560811834624,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
104,Street,Street/img_north/image_north_2_0167.png,Street/img_east/image_east_0145.png,62.171407,19.433186869887678,62.36855925536413,43.1250589373289,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
105,GreatCourt,GreatCourt/seq5/frame00354.png,GreatCourt/seq1/frame00201.png,62.075933,6.307467734657263,62.7405763740084,56.7271527170929,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
106,Street,Street/img/image2_000765.png,Street/img_south/image_south_1_0250.png,50.930364,6.774612553882818,51.186541564127126,45.1451111946673,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
107,Street,Street/img_east/image_east_0475.png,Street/img/image2_000313.png,63.3848,7.788821884241903,63.66767602772051,56.22108567467822,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
108,GreatCourt,GreatCourt/seq1/frame00404.png,GreatCourt/seq5/frame00201.png,52.106256,1.2924001857683007,52.60032746278533,54.0228291710876,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
109,Street,Street/img_north/image_north_1_0540.png,Street/img/image2_000130.png,50.262685,7.917165306857353,50.514663515249524,42.360439022791226,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
110,GreatCourt,GreatCourt/seq5/frame00372.png,GreatCourt/seq1/frame00184.png,64.643698,2.8640004390073908,65.9505307519647,69.25152174760254,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
111,Street,Street/img/image2_001618.png,Street/img/image2_001717.png,52.064813,6.346103641351992,52.32059538684885,46.8109970611122,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
112,Street,Street/img_east/image_east_0181.png,Street/img_north/image_north_1_0244.png,62.270537,0.0,62.86264357554713,62.72371555095555,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
113,GreatCourt,GreatCourt/seq1/frame00545.png,GreatCourt/seq5/frame00474.png,60.720658,2.2782472970676957,61.3972689770687,64.04180135820187,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
114,Street,Street/img_north/image_north_1_0425.png,Street/img_east/image_east_0381.png,61.178019,2.018037671333429,61.19239142331758,61.55315760574711,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
115,GreatCourt,GreatCourt/seq5/frame00372.png,GreatCourt/seq5/frame00380.png,63.331354,0.0,64.43028679547425,67.51889507640084,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
116,Street,Street/img/image2_001783.png,Street/img_east/image_east_0126.png,50.658811,6.177375057098831,53.87801343534613,58.1587303598311,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
117,Street,Street/img_east/image_east_0410.png,Street/img/image2_000541.png,62.691284,28.517276262948076,63.2099524600171,34.912732431179954,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
118,GreatCourt,GreatCourt/seq1/frame00036.png,GreatCourt/seq5/frame00266.png,60.059344,0.0,60.066334359059546,62.55494830911661,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
119,Street,Street/img_north/image_north_2_0206.png,Street/img_east/image_east_0181.png,61.495959,4.035075738179289,61.92588552820347,65.06260379462758,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
120,GreatCourt,GreatCourt/seq5/frame00316.png,GreatCourt/seq3/frame00370.png,56.008208,0.7394928088423143,56.69614474163475,55.720890372396894,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
121,Street,Street/img/image2_000927.png,Street/img_north/image_north_1_0376.png,59.750108,6.455739896683598,59.84618768921547,55.29838008460778,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
122,Street,Street/img_east/image_east_0524.png,Street/img/image2_000031.png,54.83316,0.0,55.4234446172277,52.483581889652264,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
123,GreatCourt,GreatCourt/seq1/frame00094.png,GreatCourt/seq3/frame00239.png,62.626723,3.402526952328786,63.653867799260475,61.05727862544115,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
124,Street,Street/img_north/image_north_1_0428.png,Street/img_east/image_east_0384.png,63.692277,4.309103358004045,63.872095199896094,60.66001910567444,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
125,GreatCourt,GreatCourt/seq5/frame00350.png,GreatCourt/seq3/frame00337.png,50.692406,4.450384828569198,51.39865356877955,46.85202795947619,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
126,Street,Street/img/image2_001210.png,Street/img_north/image_north_1_0292.png,60.11339,9.193404694476612,60.370011753704446,51.804592388232855,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
127,Street,Street/img_east/image_east_0136.png,Street/img/image2_001839.png,54.420935,0.3586671326659325,54.65857993490884,51.03801785816107,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
128,Street,Street/img_north/image_north_1_0430.png,Street/img_east/image_east_0386.png,59.057067,3.67062551011704,59.283201421405835,58.85451422717378,v3_B2A_p2_s2,B2A,subset_start_end_0_1,ok
129,GreatCourt,GreatCourt/seq5/frame00315.png,GreatCourt/seq1/frame00244.png,55.340277,10.549344982382161,56.26956209087215,46.066902451046765,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
130,Street,Street/img/image2_002338.png,Street/img/image2_002434.png,52.771952,0.0,53.48190098758056,50.59127666063018,v0_A2B_p1_s1,A2B,subset_start_end_0_1,ok
131,Street,Street/img_east/image_east_0076.png,Street/img/image2_001988.png,50.541122,3.950968098276799,50.7883881254737,46.28523050754555,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
132,Street,Street/img_north/image_north_2_0257.png,Street/img/image2_001210.png,57.331539,8.251920168295777,58.22706843404503,50.0330931494659,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
133,GreatCourt,GreatCourt/seq5/frame00202.png,GreatCourt/seq3/frame00200.png,50.536629,3.115149919720009,50.79149187333632,52.022530582980686,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
134,Street,Street/img/image2_001183.png,Street/img_west/image_west_0361.png,63.617097,6.688631179287656,63.82608585614995,57.61769925908818,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
135,Street,Street/img_east/image_east_0227.png,Street/img/image2_001300.png,52.627308,3.226304913532606,53.77751224719229,53.718652568647,v1_A2B_p2_s2,A2B,subset_start_end_0_1,ok
136,Street,Street/img_north/image_north_2_0528.png,Street/img/image2_000135.png,56.219981,10.040606756001578,56.260486693049145,46.68181281021252,v2_B2A_p1_s1,B2A,subset_start_end_0_1,ok
