pair_idx,rel_a,rel_b,scene,yaw_diff_deg,pitch_diff_deg,rot_deg,rot_err_deg,trans_dir_err_deg
10,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00155.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00315.png,5f0041e53d59,79.0453,3.0481,79.8182,2.6224586673921877,1.7017605479413316
11,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00132.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00271.png,800cf88687a7,58.654,15.4864,63.1304,2.2286737772803007,4.534454538915769
12,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00128.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00188.png,800cf88687a7,74.1879,0.3001,75.3829,5.740561129479263,3.8721133427812933
13,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00041.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00121.png,cd9c981eeb4a,56.819,1.4065,57.7796,9.775996676428985,9.56711778142708
14,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00088.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00334.png,800cf88687a7,57.4719,19.5363,64.95,1.8192632976967653,3.97452327111128
15,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00001.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00093.png,9c8c0e0fadd9,62.3363,0.1913,62.0998,3.56550746960724,0.8123373700580493
16,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00130.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00280.png,800cf88687a7,50.4863,1.472,51.5177,3.362908780970397,9.711764488644588
17,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00151.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00162.png,9c8c0e0fadd9,53.7655,5.316,57.7845,1.2779166530147212,5.560149150100932
18,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00128.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00147.png,9c8c0e0fadd9,66.6521,2.1417,68.8984,2.416814627868915,0.769247367315126
19,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00002.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00051.png,800cf88687a7,57.6128,0.315,58.8661,3.0599168393527347,0.42818203547758743
20,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00146.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00291.png,cbd44beb04f9,79.9675,13.2523,84.411,3.7782984039651204,1.9787459745177822
21,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00022.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00159.png,cc08c0bdc34d,69.9276,3.8609,71.5613,11.09507536790894,3.894373249309627
22,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00103.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00295.png,cd9c981eeb4a,54.3705,10.9878,56.49,10.62341471867327,1.421462825545749
23,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00115.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00253.png,800cf88687a7,70.1681,10.6709,73.8353,3.0829388743437183,2.2019591195886625
24,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00057.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00228.png,cbd44beb04f9,53.828,3.1253,53.7847,2.751770618799011,0.7196762086639882
25,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00124.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00150.png,9c8c0e0fadd9,85.3446,0.8539,87.2388,2.995683459121296,1.3813149551982753
26,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00108.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00281.png,800cf88687a7,60.4378,8.6103,63.8351,3.939780699065738,12.36050012621332
27,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00262.png,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00354.png,ba55c875d20c,72.7804,7.6855,73.4463,6.949525447944902,1.879511476238822
28,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00217.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00289.png,9c8c0e0fadd9,87.759,11.7357,88.6882,2.4380101415262043,0.8077069829892125
29,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00211.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00246.png,dafa9c7cbda9,83.6909,0.6959,83.629,83.62904823478458,180.0
30,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00165.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00282.png,5f0041e53d59,64.8094,2.5663,65.7855,2.6687241938832904,1.5201454884870933
31,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00165.png,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00241.png,ba55c875d20c,61.3051,7.8977,61.8421,4.268790432367507,5.613386967541927
32,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00026.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00118.png,800cf88687a7,76.3787,2.9476,77.4906,3.440177681151322,4.555433222996336
33,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00166.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00233.png,cd9c981eeb4a,85.8853,3.9146,87.5588,6.116418025128068,1.7740653700294553
34,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00049.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00109.png,cbd44beb04f9,65.6656,0.8315,68.5828,1.6185923355355214,0.8425262946009281
35,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00106.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00242.png,800cf88687a7,58.7154,3.0556,63.5133,4.634833316179414,1.4937119213045917
36,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00168.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00213.png,dafa9c7cbda9,56.6929,1.8837,56.6292,56.62922892686484,180.0
37,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00030.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00175.png,5f0041e53d59,53.9646,0.6881,54.9213,2.991753290139951,3.1395686752818865
38,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00189.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00231.png,dafa9c7cbda9,88.9799,1.0449,89.0073,89.00731445893015,180.0
39,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00138.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00398.png,9c8c0e0fadd9,61.8999,2.7381,61.5437,3.265079483819178,1.7365904913137522
40,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00178.png,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00258.png,ba55c875d20c,74.8751,10.8961,75.6244,2.6822208770573286,0.6420296000604581
41,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00071.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00253.png,9c8c0e0fadd9,54.4347,4.5799,52.8884,3.5892614486022767,1.6519560288031987
42,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00260.png,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00339.png,ba55c875d20c,73.7776,10.1072,74.8336,8.75438357051966,1.2785809227859382
43,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00138.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00258.png,5f0041e53d59,53.9852,0.1139,54.5996,3.173176053300667,0.46893853009728814
44,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00116.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00235.png,800cf88687a7,56.4114,12.3079,60.6968,13.689846637315071,12.584862720218695
45,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00009.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00117.png,800cf88687a7,82.6966,4.2482,83.8483,4.680375866546882,2.3087986636415896
46,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00139.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00259.png,cd9c981eeb4a,83.183,18.2567,87.3988,9.734040354732716,8.92858890542065
47,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00029.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00265.png,cbd44beb04f9,57.8058,14.0991,59.2162,0.3791910963714161,0.8553388063157411
48,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00137.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00198.png,9c8c0e0fadd9,88.3773,8.1482,87.9801,6.531680540427313,4.860064262246082
49,5c3af581028068a3c402c7cbe16ecf9471ddf2897c34ab634b7b1b6cf81aba00/colmap/images/frame_00169.png,5c3af581028068a3c402c7cbe16ecf9471ddf2897c34ab634b7b1b6cf81aba00/colmap/images/frame_00295.png,5c3af5810280,53.1555,2.0861,53.2435,2.7175187913587933,1.6405536272847738
50,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00198.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00276.png,cbd44beb04f9,62.498,14.136,67.0136,3.4376077129663813,0.9270902350270712
51,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00110.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00299.png,800cf88687a7,76.1689,7.2789,78.7271,1.03959965049384,2.1228384295405163
52,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00116.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00220.png,cd9c981eeb4a,80.1021,3.1692,80.7774,8.734031613145671,0.9617735302705785
53,dac9796dd69e1c25277e29d7e30af4f21e3b575d62a0a208c2b3d1211e2d5d77/colmap/images/frame_00113.png,dac9796dd69e1c25277e29d7e30af4f21e3b575d62a0a208c2b3d1211e2d5d77/colmap/images/frame_00159.png,dac9796dd69e,58.0427,2.9501,58.4672,3.964478152420725,2.2428998981827735
54,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00129.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00249.png,cd9c981eeb4a,88.4017,11.1053,89.7449,11.783834188214268,8.030819897396512
55,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00150.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00272.png,5f0041e53d59,65.4548,1.408,66.2722,0.9329077488257987,1.1934599055285375
56,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00021.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00045.png,9c8c0e0fadd9,85.1616,4.6868,85.114,3.3991457838745633,2.4549670167907918
57,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00123.png,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00298.png,ba55c875d20c,86.9862,3.7849,87.6382,8.225237165156846,5.1355485072637554
58,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00151.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00283.png,cd9c981eeb4a,81.2219,20.6168,86.5157,50.164246889374844,11.543671010604246
59,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00246.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00268.png,dafa9c7cbda9,51.7161,1.008,51.7109,4.300613531087875,6.021335309737288
60,dac9796dd69e1c25277e29d7e30af4f21e3b575d62a0a208c2b3d1211e2d5d77/colmap/images/frame_00065.png,dac9796dd69e1c25277e29d7e30af4f21e3b575d62a0a208c2b3d1211e2d5d77/colmap/images/frame_00131.png,dac9796dd69e,78.5047,1.1585,79.4389,4.836456822066414,3.1364064737910047
61,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00145.png,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00274.png,e8ce51b6abfe,71.9789,14.1447,78.1819,2.40542059691079,1.225990095990142
62,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00231.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00267.png,dafa9c7cbda9,80.5108,1.1195,80.5274,80.52742286725702,180.0
63,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00092.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00217.png,800cf88687a7,51.8968,15.2441,56.4643,5.363087455815331,4.458014824707243
64,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00124.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00206.png,cd9c981eeb4a,67.2154,4.8619,67.7552,8.447750680769525,9.182320970958015
65,5c3af581028068a3c402c7cbe16ecf9471ddf2897c34ab634b7b1b6cf81aba00/colmap/images/frame_00154.png,5c3af581028068a3c402c7cbe16ecf9471ddf2897c34ab634b7b1b6cf81aba00/colmap/images/frame_00306.png,5c3af5810280,73.4522,2.7636,73.6224,4.182533930269689,2.9099264409858154
66,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00081.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00174.png,800cf88687a7,71.5803,6.4705,73.1564,3.0561539151611368,0.9089198563565803
67,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00006.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00146.png,800cf88687a7,59.3374,3.5197,60.0861,2.1901473567904843,2.516805939571227
68,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00021.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00156.png,cc08c0bdc34d,67.6763,3.4106,69.1841,9.529318895074871,2.823603996020195
69,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00033.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00122.png,cd9c981eeb4a,51.5625,2.6088,52.2511,10.273599677167624,11.623144491328656
70,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00230.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00399.png,9c8c0e0fadd9,62.6125,8.438,63.5597,1.5073575950908302,0.48335122591594354
71,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00171.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00251.png,cbd44beb04f9,56.2558,17.0424,62.3647,1.2209308749958865,2.840199020334788
72,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00138.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00317.png,cc08c0bdc34d,60.4618,7.0274,61.2217,7.898580100718322,1.2667079225182498
73,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00009.png,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00257.png,ba55c875d20c,73.0054,9.0387,73.9121,7.956484885346912,8.257249248913782
74,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00221.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00290.png,9c8c0e0fadd9,85.8585,3.1967,87.1251,3.2445965413826032,2.191978397808861
75,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00156.png,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00240.png,e8ce51b6abfe,57.4073,8.9345,58.6533,0.6097238094124945,0.12497236576000258
76,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00079.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00207.png,800cf88687a7,65.6306,3.1098,66.8426,1.7985330243039246,1.861697722244846
77,5c3af581028068a3c402c7cbe16ecf9471ddf2897c34ab634b7b1b6cf81aba00/colmap/images/frame_00112.png,5c3af581028068a3c402c7cbe16ecf9471ddf2897c34ab634b7b1b6cf81aba00/colmap/images/frame_00299.png,5c3af5810280,51.4959,1.2418,51.5355,0.3667965481733189,0.9752727250846099
78,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00030.png,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00145.png,e8ce51b6abfe,57.2464,0.9285,62.7539,2.110457420540082,1.0428071415300242
79,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00213.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00293.png,cbd44beb04f9,63.1911,8.4145,65.2761,4.185688276331843,2.6732395866408662
80,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00269.png,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00342.png,ba55c875d20c,53.5497,10.098,54.7134,7.792050704725408,2.600045922610033
81,dac9796dd69e1c25277e29d7e30af4f21e3b575d62a0a208c2b3d1211e2d5d77/colmap/images/frame_00076.png,dac9796dd69e1c25277e29d7e30af4f21e3b575d62a0a208c2b3d1211e2d5d77/colmap/images/frame_00131.png,dac9796dd69e,65.1354,3.4001,65.3964,3.69046673502718,4.270163017735185
82,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00097.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00181.png,800cf88687a7,85.1333,5.2423,86.7615,4.219731025702092,1.6625682742418293
83,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00126.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00296.png,cbd44beb04f9,69.4748,9.7215,73.3083,1.3995530280091553,1.1909299890526033
84,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00159.png,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00246.png,e8ce51b6abfe,60.7136,5.2761,61.3331,2.2793995370141045,2.976233899408636
85,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00144.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00244.png,cd9c981eeb4a,89.1317,10.1001,90.6211,13.264383794682441,8.305054573041998
