pair_idx,pair_source,scene_name,sequence_name,sequence_b,split_a,split_b,rel_a,rel_b,yaw_diff_deg,pitch_diff_deg,geodesic_rot_deg,baseline,frame_idx_a,frame_idx_b,overlap_amount,metadata_scene,pose_source,quat_convention
4148,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0095.png,Street/img_south/image_south_1_0585.png,178.326666,0.013833,178.333492,,,,none,Street,selp_npy_quaternion,w2c
4120,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0520.png,Street/img/image2_000272.png,178.199386,0.103772,178.199811,,,,none,Street,selp_npy_quaternion,w2c
3300,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0068.png,Street/img_south/image_south_1_0614.png,177.942340,0.042088,177.956191,,,,none,Street,selp_npy_quaternion,w2c
4524,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0088.png,Street/img_south/image_south_1_0592.png,177.832807,0.069072,177.851298,,,,none,Street,selp_npy_quaternion,w2c
5177,selp_metadata,Street,img,img,,,Street/img/image2_001794.png,Street/img/image2_001876.png,177.771348,0.015234,177.782978,,,,none,Street,selp_npy_quaternion,w2c
5196,selp_metadata,Street,img,img,,,Street/img/image2_001792.png,Street/img/image2_001875.png,177.756573,0.043525,177.786881,,,,none,Street,selp_npy_quaternion,w2c
4309,selp_metadata,Street,img,img,,,Street/img/image2_001792.png,Street/img/image2_001873.png,177.725199,0.156428,177.751388,,,,none,Street,selp_npy_quaternion,w2c
3075,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0084.png,Street/img_south/image_south_1_0595.png,177.715504,0.034720,177.717711,,,,none,Street,selp_npy_quaternion,w2c
3996,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0128.png,Street/img/image2_001900.png,177.697720,0.164893,177.707370,,,,none,Street,selp_npy_quaternion,w2c
4038,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0082.png,Street/img_south/image_south_1_0599.png,177.519735,0.093311,177.520840,,,,none,Street,selp_npy_quaternion,w2c
4150,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0081.png,Street/img_south/image_south_1_0600.png,177.431577,0.021782,177.439058,,,,none,Street,selp_npy_quaternion,w2c
4791,selp_metadata,Street,img,img,,,Street/img/image2_001801.png,Street/img/image2_001878.png,177.417665,0.225554,177.430886,,,,none,Street,selp_npy_quaternion,w2c
3356,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0481.png,Street/img_south/image_south_1_0150.png,177.401313,0.148103,177.418323,,,,none,Street,selp_npy_quaternion,w2c
3482,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0127.png,Street/img/image2_001901.png,177.398187,0.195807,177.405485,,,,none,Street,selp_npy_quaternion,w2c
2106,selp_metadata,GreatCourt,seq2,seq5,,,GreatCourt/seq2/frame00255.png,GreatCourt/seq5/frame00369.png,177.370906,0.295147,177.417331,,,,none,GreatCourt,selp_npy_quaternion,w2c
2390,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0128.png,Street/img/image2_001899.png,177.313564,0.178983,177.323064,,,,none,Street,selp_npy_quaternion,w2c
3892,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0122.png,Street/img_south/image_south_1_0555.png,177.304720,0.022968,177.314073,,,,none,Street,selp_npy_quaternion,w2c
3392,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0392.png,Street/img_south/image_south_1_0261.png,177.290087,0.059483,177.325279,,,,none,Street,selp_npy_quaternion,w2c
2130,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0373.png,Street/img/image2_000904.png,177.287633,0.053931,177.320999,,,,none,Street,selp_npy_quaternion,w2c
5099,selp_metadata,Street,img,img_south,,,Street/img/image2_000138.png,Street/img_south/image_south_1_0108.png,177.284098,0.149424,177.290682,,,,none,Street,selp_npy_quaternion,w2c
3328,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0089.png,Street/img_south/image_south_1_0591.png,177.236950,0.086776,177.248127,,,,none,Street,selp_npy_quaternion,w2c
3895,selp_metadata,Street,img,img_east,,,Street/img/image2_001227.png,Street/img_east/image_east_0239.png,177.031524,0.053615,177.047502,,,,none,Street,selp_npy_quaternion,w2c
3580,selp_metadata,Street,img,img_south,,,Street/img/image2_001167.png,Street/img_south/image_south_1_0354.png,176.986659,0.076356,176.987848,,,,none,Street,selp_npy_quaternion,w2c
4314,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0124.png,Street/img_south/image_south_1_0553.png,176.837761,0.030776,176.863287,,,,none,Street,selp_npy_quaternion,w2c
4676,selp_metadata,Street,img,img,,,Street/img/image2_001801.png,Street/img/image2_001877.png,176.717349,0.208282,176.732629,,,,none,Street,selp_npy_quaternion,w2c
4601,selp_metadata,Street,img,img,,,Street/img/image2_001802.png,Street/img/image2_001878.png,176.679118,0.278335,176.685795,,,,none,Street,selp_npy_quaternion,w2c
4264,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0480.png,Street/img_south/image_south_1_0151.png,176.678242,0.259311,176.689956,,,,none,Street,selp_npy_quaternion,w2c
3804,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0077.png,Street/img_south/image_south_1_0603.png,176.662499,0.157867,176.664574,,,,none,Street,selp_npy_quaternion,w2c
5230,selp_metadata,Street,img,img_south,,,Street/img/image2_002303.png,Street/img_south/image_south_1_0611.png,176.657479,0.102722,176.664429,,,,none,Street,selp_npy_quaternion,w2c
3268,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0066.png,Street/img_south/image_south_1_0616.png,176.651043,0.103689,176.662884,,,,none,Street,selp_npy_quaternion,w2c
4420,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0095.png,Street/img_south/image_south_1_0584.png,176.638489,0.122861,176.641993,,,,none,Street,selp_npy_quaternion,w2c
1974,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0423.png,Street/img_south/image_south_1_0208.png,176.568930,0.191687,176.573652,,,,none,Street,selp_npy_quaternion,w2c
4839,selp_metadata,Street,img,img_east,,,Street/img/image2_001227.png,Street/img_east/image_east_0238.png,176.453439,0.119442,176.466150,,,,none,Street,selp_npy_quaternion,w2c
3596,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0091.png,Street/img_south/image_south_1_0589.png,176.435105,0.126448,176.446505,,,,none,Street,selp_npy_quaternion,w2c
5233,selp_metadata,Street,img,img_south,,,Street/img/image1_000292.png,Street/img_south/image_south_1_0065.png,176.372615,0.040375,176.374237,,,,none,Street,selp_npy_quaternion,w2c
4715,selp_metadata,Street,img,img_east,,,Street/img/image2_001636.png,Street/img_east/image_east_0159.png,176.345279,0.057713,176.345324,,,,none,Street,selp_npy_quaternion,w2c
363,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0088.png,Street/img_south/image_south_1_0591.png,176.143006,0.117955,176.166515,,,,none,Street,selp_npy_quaternion,w2c
3746,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0140.png,Street/img_south/image_south_1_0536.png,176.115404,0.073990,176.129294,,,,none,Street,selp_npy_quaternion,w2c
3704,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0094.png,Street/img_south/image_south_1_0585.png,175.879474,0.056785,175.907267,,,,none,Street,selp_npy_quaternion,w2c
1872,selp_metadata,GreatCourt,seq3,seq5,,,GreatCourt/seq3/frame00315.png,GreatCourt/seq5/frame00370.png,175.860103,0.444719,175.899908,,,,none,GreatCourt,selp_npy_quaternion,w2c
3716,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0078.png,Street/img_south/image_south_1_0603.png,175.846090,0.211674,175.846680,,,,none,Street,selp_npy_quaternion,w2c
1280,selp_metadata,GreatCourt,seq2,seq5,,,GreatCourt/seq2/frame00251.png,GreatCourt/seq5/frame00379.png,175.812926,0.640491,175.917718,,,,none,GreatCourt,selp_npy_quaternion,w2c
4835,selp_metadata,Street,img,img,,,Street/img/image2_001791.png,Street/img/image2_001873.png,175.791657,0.151556,175.831976,,,,none,Street,selp_npy_quaternion,w2c
4162,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0481.png,Street/img_south/image_south_1_0151.png,175.783940,0.312426,175.824111,,,,none,Street,selp_npy_quaternion,w2c
1661,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0532.png,Street/img/image2_000172.png,175.637304,0.429024,175.638741,,,,none,Street,selp_npy_quaternion,w2c
4250,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0480.png,Street/img_south/image_south_1_0152.png,175.476104,0.344206,175.490711,,,,none,Street,selp_npy_quaternion,w2c
3824,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0067.png,Street/img_south/image_south_1_0615.png,175.434541,0.174489,175.483966,,,,none,Street,selp_npy_quaternion,w2c
4410,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0123.png,Street/img_south/image_south_1_0554.png,175.431602,0.066148,175.454124,,,,none,Street,selp_npy_quaternion,w2c
3823,selp_metadata,Street,img,img_east,,,Street/img/image2_001637.png,Street/img_east/image_east_0159.png,175.363805,0.113305,175.364085,,,,none,Street,selp_npy_quaternion,w2c
4414,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0091.png,Street/img_south/image_south_1_0588.png,175.309416,0.115438,175.318131,,,,none,Street,selp_npy_quaternion,w2c
4616,selp_metadata,Street,img,img,,,Street/img/image2_000298.png,Street/img/image2_000262.png,175.286416,0.360710,175.286506,,,,none,Street,selp_npy_quaternion,w2c
3240,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0069.png,Street/img_south/image_south_1_0612.png,175.258327,0.109243,175.299977,,,,none,Street,selp_npy_quaternion,w2c
3451,selp_metadata,Street,img,img,,,Street/img/image2_001802.png,Street/img/image2_001879.png,175.097602,0.490228,175.108395,,,,none,Street,selp_npy_quaternion,w2c
4456,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0475.png,Street/img_south/image_south_1_0157.png,175.061516,0.243342,175.110082,,,,none,Street,selp_npy_quaternion,w2c
3894,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0090.png,Street/img_south/image_south_1_0589.png,175.061108,0.215161,175.073711,,,,none,Street,selp_npy_quaternion,w2c
4224,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0124.png,Street/img_south/image_south_1_0554.png,175.038121,0.000437,175.077805,,,,none,Street,selp_npy_quaternion,w2c
4324,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0459.png,Street/img_south/image_south_1_0173.png,175.022445,0.137833,175.138460,,,,none,Street,selp_npy_quaternion,w2c
4310,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0090.png,Street/img_south/image_south_1_0590.png,175.020426,0.131670,175.040562,,,,none,Street,selp_npy_quaternion,w2c
4595,selp_metadata,Street,img,img_east,,,Street/img/image2_001653.png,Street/img_east/image_east_0165.png,174.949934,0.245630,174.949968,,,,none,Street,selp_npy_quaternion,w2c
3491,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0414.png,Street/img_south/image_south_1_0216.png,174.937874,0.065197,174.945197,,,,none,Street,selp_npy_quaternion,w2c
3829,selp_metadata,Street,img,img_north,,,Street/img/image2_001902.png,Street/img_north/image_north_1_0176.png,174.915151,0.475495,174.915458,,,,none,Street,selp_npy_quaternion,w2c
4620,selp_metadata,Street,img,img_south,,,Street/img/image1_000291.png,Street/img_south/image_south_1_0066.png,174.861947,0.187131,174.862562,,,,none,Street,selp_npy_quaternion,w2c
4556,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0097.png,Street/img_south/image_south_1_0582.png,174.833579,0.059285,174.843757,,,,none,Street,selp_npy_quaternion,w2c
3176,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0412.png,Street/img_south/image_south_1_0218.png,174.617656,0.054999,174.639526,,,,none,Street,selp_npy_quaternion,w2c
4276,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0460.png,Street/img_south/image_south_1_0172.png,174.547166,0.230228,174.673983,,,,none,Street,selp_npy_quaternion,w2c
3502,selp_metadata,Street,img,img_east,,,Street/img/image2_001226.png,Street/img_east/image_east_0238.png,174.521647,0.260697,174.553765,,,,none,Street,selp_npy_quaternion,w2c
4452,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0412.png,Street/img_south/image_south_1_0219.png,174.484392,0.147220,174.501468,,,,none,Street,selp_npy_quaternion,w2c
3876,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0086.png,Street/img_south/image_south_1_0594.png,174.471731,0.205157,174.492396,,,,none,Street,selp_npy_quaternion,w2c
2264,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0415.png,Street/img_south/image_south_1_0215.png,174.411091,0.186609,174.412731,,,,none,Street,selp_npy_quaternion,w2c
4070,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0074.png,Street/img_south/image_south_1_0607.png,174.370662,0.105142,174.385576,,,,none,Street,selp_npy_quaternion,w2c
3958,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0069.png,Street/img_south/image_south_1_0613.png,174.295505,0.073725,174.341976,,,,none,Street,selp_npy_quaternion,w2c
4646,selp_metadata,Street,img,img,,,Street/img/image2_001796.png,Street/img/image2_001877.png,174.284793,0.003098,174.305745,,,,none,Street,selp_npy_quaternion,w2c
4470,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0477.png,Street/img_south/image_south_1_0154.png,174.244593,0.349541,174.281401,,,,none,Street,selp_npy_quaternion,w2c
485,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0075.png,Street/img_south/image_south_1_0606.png,174.222417,0.152860,174.230323,,,,none,Street,selp_npy_quaternion,w2c
2947,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0468.png,Street/img_south/image_south_1_0164.png,174.191578,0.081472,174.319357,,,,none,Street,selp_npy_quaternion,w2c
1801,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0475.png,Street/img_south/image_south_1_0156.png,174.159581,0.209357,174.233614,,,,none,Street,selp_npy_quaternion,w2c
3700,selp_metadata,Street,img,img_south,,,Street/img/image2_001166.png,Street/img_south/image_south_1_0354.png,174.107541,0.205300,174.111089,,,,none,Street,selp_npy_quaternion,w2c
3587,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0127.png,Street/img/image2_001902.png,174.033231,0.414109,174.038398,,,,none,Street,selp_npy_quaternion,w2c
4596,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0415.png,Street/img_south/image_south_1_0216.png,173.929054,0.133067,173.934961,,,,none,Street,selp_npy_quaternion,w2c
2728,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0414.png,Street/img_south/image_south_1_0217.png,173.908816,0.026835,173.910776,,,,none,Street,selp_npy_quaternion,w2c
3972,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0413.png,Street/img_south/image_south_1_0217.png,173.794938,0.030285,173.795056,,,,none,Street,selp_npy_quaternion,w2c
3272,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0411.png,Street/img_south/image_south_1_0219.png,173.779483,0.075279,173.817885,,,,none,Street,selp_npy_quaternion,w2c
3946,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0079.png,Street/img_south/image_south_1_0601.png,173.728225,0.110446,173.738889,,,,none,Street,selp_npy_quaternion,w2c
4917,selp_metadata,Street,img,img,,,Street/img/image2_001794.png,Street/img/image2_001877.png,173.581116,0.052507,173.599262,,,,none,Street,selp_npy_quaternion,w2c
3653,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0420.png,Street/img_south/image_south_1_0211.png,173.538777,0.290026,173.547973,,,,none,Street,selp_npy_quaternion,w2c
4256,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0092.png,Street/img_south/image_south_1_0588.png,173.457340,0.151884,173.468130,,,,none,Street,selp_npy_quaternion,w2c
4293,selp_metadata,Street,img,img_south,,,Street/img/image2_002128.png,Street/img_south/image_south_1_0540.png,173.396507,0.104161,173.396523,,,,none,Street,selp_npy_quaternion,w2c
3000,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0070.png,Street/img_south/image_south_1_0611.png,173.394726,0.033215,173.436793,,,,none,Street,selp_npy_quaternion,w2c
4696,selp_metadata,Street,img,img_south,,,Street/img/image2_000296.png,Street/img_south/image_south_1_0127.png,173.356717,0.380691,173.370626,,,,none,Street,selp_npy_quaternion,w2c
1503,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0520.png,Street/img/image2_000273.png,173.355280,0.434731,173.357936,,,,none,Street,selp_npy_quaternion,w2c
3806,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0346.png,Street/img/image2_000899.png,173.326400,0.181365,173.387381,,,,none,Street,selp_npy_quaternion,w2c
2884,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0477.png,Street/img_south/image_south_1_0155.png,173.233763,0.387405,173.282081,,,,none,Street,selp_npy_quaternion,w2c
4268,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0072.png,Street/img_south/image_south_1_0609.png,173.156941,0.121649,173.170537,,,,none,Street,selp_npy_quaternion,w2c
5224,selp_metadata,Street,img,img_south,,,Street/img/image2_000296.png,Street/img_south/image_south_1_0126.png,173.135399,0.428518,173.154531,,,,none,Street,selp_npy_quaternion,w2c
4016,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0138.png,Street/img_south/image_south_1_0538.png,173.124887,0.258480,173.127627,,,,none,Street,selp_npy_quaternion,w2c
4451,selp_metadata,Street,img,img_south,,,Street/img/image2_002361.png,Street/img_south/image_south_1_0579.png,173.121148,0.371869,173.122587,,,,none,Street,selp_npy_quaternion,w2c
3100,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0080.png,Street/img_south/image_south_1_0601.png,173.120178,0.298269,173.136382,,,,none,Street,selp_npy_quaternion,w2c
2853,selp_metadata,Street,img,img_south,,,Street/img/image1_000291.png,Street/img_south/image_south_1_0065.png,173.014885,0.311516,173.016024,,,,none,Street,selp_npy_quaternion,w2c
5264,selp_metadata,Street,img,img_east,,,Street/img/image2_001638.png,Street/img_east/image_east_0159.png,172.951007,0.034463,172.958002,,,,none,Street,selp_npy_quaternion,w2c
3719,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0136.png,Street/img_south/image_south_1_0540.png,172.937277,0.223089,172.941037,,,,none,Street,selp_npy_quaternion,w2c
3882,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0372.png,Street/img/image2_000904.png,172.886816,0.254715,172.955154,,,,none,Street,selp_npy_quaternion,w2c
4604,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0416.png,Street/img_south/image_south_1_0215.png,172.834161,0.155233,172.834792,,,,none,Street,selp_npy_quaternion,w2c
3260,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0071.png,Street/img_south/image_south_1_0610.png,172.805213,0.109024,172.839550,,,,none,Street,selp_npy_quaternion,w2c
4002,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0411.png,Street/img_south/image_south_1_0220.png,172.781751,0.049240,172.825290,,,,none,Street,selp_npy_quaternion,w2c
3244,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0464.png,Street/img_south/image_south_1_0168.png,172.698511,0.370953,172.889486,,,,none,Street,selp_npy_quaternion,w2c
4158,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_1_0120.png,Street/img_south/image_south_1_0557.png,172.695061,0.023003,172.752873,,,,none,Street,selp_npy_quaternion,w2c
3904,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0413.png,Street/img_south/image_south_1_0218.png,172.649000,0.113412,172.672680,,,,none,Street,selp_npy_quaternion,w2c
4918,selp_metadata,Street,img,img_south,,,Street/img/image2_002128.png,Street/img_south/image_south_1_0539.png,172.602409,0.211850,172.602458,,,,none,Street,selp_npy_quaternion,w2c
5150,selp_metadata,Street,img,img_south,,,Street/img/image2_002322.png,Street/img_south/image_south_1_0602.png,172.512056,0.667069,172.518224,,,,none,Street,selp_npy_quaternion,w2c
4554,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0476.png,Street/img/image2_000438.png,172.471510,0.306975,172.478268,,,,none,Street,selp_npy_quaternion,w2c
2440,selp_metadata,GreatCourt,seq2,seq5,,,GreatCourt/seq2/frame00253.png,GreatCourt/seq5/frame00369.png,172.442201,0.940825,172.602667,,,,none,GreatCourt,selp_npy_quaternion,w2c
4408,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0409.png,Street/img_south/image_south_1_0221.png,172.402178,0.131336,172.425003,,,,none,Street,selp_npy_quaternion,w2c
